"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","read_depth","per_base_coverage"
"phage_lambda",15766,15767,0,0,1,1,1
"phage_lambda",15778,15779,0,0,1,1,1
"phage_lambda",15796,15797,0,0,1,1,1
"phage_lambda",15799,15800,0,0,1,1,1
"phage_lambda",15807,15808,0,0,1,1,1
"phage_lambda",15817,15818,0,0,1,1,1
"phage_lambda",15830,15831,0,0,1,1,1
"phage_lambda",15834,15835,0,0,1,1,1
"phage_lambda",16141,16142,0,0,2,2,2
"phage_lambda",16147,16148,0,0,2,2,2
"phage_lambda",16157,16158,0,0,2,2,2
"phage_lambda",16160,16161,0,0,2,2,2
"phage_lambda",16174,16175,0,0,2,2,2
"phage_lambda",16184,16185,0,0,2,2,2
"phage_lambda",16203,16204,0,0,2,2,2
"phage_lambda",16218,16219,0,0,2,2,2
"phage_lambda",16220,16221,0,0,2,2,2
"phage_lambda",16224,16225,0,0,2,2,2
"phage_lambda",16240,16241,0,0,1,1,1
"phage_lambda",16243,16244,0,0,1,1,1
"phage_lambda",16255,16256,0,0,1,1,1
"phage_lambda",16261,16262,0,0,1,1,1
"phage_lambda",16263,16264,0,0,1,1,1
"phage_lambda",16274,16275,0,0,1,1,1
"phage_lambda",16351,16352,0,0,1,1,1
"phage_lambda",16353,16354,0,0,1,1,1
"phage_lambda",16358,16359,0,0,1,1,1
"phage_lambda",16371,16372,0,0,1,1,1
"phage_lambda",16381,16382,0,0,1,1,1
"phage_lambda",16384,16385,0,0,1,1,1
"phage_lambda",16402,16403,0,0,1,1,1
"phage_lambda",16415,16416,0,0,1,1,1
"phage_lambda",16427,16428,0,0,1,1,1
"phage_lambda",16441,16442,0,0,1,1,1
"phage_lambda",16445,16446,0,0,1,1,1
"phage_lambda",16454,16455,0,0,1,1,1
"phage_lambda",16459,16460,0,0,1,1,1
"phage_lambda",16465,16466,0,0,1,1,1
"phage_lambda",16507,16508,0,0,1,1,1
"phage_lambda",16523,16524,0,0,1,1,1
"phage_lambda",16534,16535,0,0,1,1,1
"phage_lambda",16537,16538,0,0,1,1,1
"phage_lambda",16542,16543,0,0,1,1,1
"phage_lambda",16552,16553,0,0,1,1,1
"phage_lambda",16562,16563,0,0,1,1,1
"phage_lambda",16570,16571,0,0,1,1,1
"phage_lambda",16576,16577,0,0,1,1,1
"phage_lambda",16580,16581,0,0,1,1,1
"phage_lambda",16590,16591,0,0,1,1,1
"phage_lambda",16594,16595,0,0,1,1,1
"phage_lambda",16597,16598,0,0,1,1,1
"phage_lambda",16606,16607,0,0,1,1,1
"phage_lambda",16620,16621,0,0,1,1,1
"phage_lambda",16639,16640,0,0,1,1,1
"phage_lambda",16649,16650,0,0,1,1,1
"phage_lambda",16651,16652,0,0,1,1,1
"phage_lambda",16654,16655,0,0,1,1,1
"phage_lambda",16659,16660,0,0,1,1,1
"phage_lambda",16673,16674,0,0,1,1,1
"phage_lambda",16686,16687,0,0,1,1,1
"phage_lambda",16697,16698,0,0,1,1,1
"phage_lambda",16720,16721,0,0,1,1,1
"phage_lambda",16738,16739,0,0,1,1,1
"phage_lambda",16741,16742,0,0,1,1,1
"phage_lambda",16762,16763,0,0,2,2,2
"phage_lambda",16776,16777,0,0,1,1,1
"phage_lambda",16781,16782,0,0,1,1,1
"phage_lambda",16785,16786,0,0,1,1,1
"phage_lambda",16795,16796,0,0,1,1,1
"phage_lambda",16824,16825,0,0,1,1,1
"phage_lambda",16839,16840,0,0,1,1,1
"phage_lambda",16841,16842,0,0,1,1,1
"phage_lambda",16844,16845,0,0,1,1,1
"phage_lambda",16879,16880,0,0,1,1,1
"phage_lambda",16886,16887,0,0,1,1,1
"phage_lambda",16898,16899,0,0,1,1,1
"phage_lambda",16901,16902,0,0,1,1,1
"phage_lambda",16904,16905,0,0,1,1,1
"phage_lambda",16964,16965,0,0,1,1,1
"phage_lambda",16976,16977,0,0,1,1,1
"phage_lambda",16983,16984,0,0,1,1,1
"phage_lambda",16993,16994,0,0,1,1,1
"phage_lambda",17010,17011,0,0,1,1,1
"phage_lambda",17014,17015,0,0,1,1,1
"phage_lambda",17020,17021,0,0,1,1,1
"phage_lambda",17024,17025,0,0,1,1,1
"phage_lambda",17028,17029,0,0,1,1,1
"phage_lambda",17038,17039,0,0,1,1,1
"phage_lambda",17051,17052,0,0,1,1,1
"phage_lambda",17057,17058,0,0,1,1,1
"phage_lambda",17059,17060,0,0,1,1,1
"phage_lambda",17078,17079,0,0,1,1,1
"phage_lambda",17092,17093,0,0,1,1,1
"phage_lambda",17099,17100,0,0,1,1,1
"phage_lambda",17114,17115,0,0,1,1,1
"phage_lambda",17120,17121,0,0,1,1,1
"phage_lambda",17123,17124,0,0,1,1,1
"phage_lambda",17126,17127,0,0,1,1,1
"phage_lambda",17145,17146,0,0,1,1,1
"phage_lambda",17156,17157,0,0,1,1,1
"phage_lambda",17281,17282,0,0,1,1,1
"phage_lambda",17297,17298,0,0,1,1,1
"phage_lambda",17306,17307,0,0,1,1,1
"phage_lambda",17311,17312,0,0,1,1,1
"phage_lambda",17321,17322,0,0,1,1,1
"phage_lambda",17324,17325,0,0,1,1,1
"phage_lambda",17338,17339,0,0,1,1,1
"phage_lambda",17353,17354,0,0,1,1,1
"phage_lambda",17356,17357,0,0,1,1,1
"phage_lambda",17362,17363,0,0,1,1,1
"phage_lambda",17378,17379,0,0,1,1,1
"phage_lambda",17399,17400,0,0,1,1,1
"phage_lambda",17419,17420,0,0,1,1,1
"phage_lambda",17421,17422,0,0,1,1,1
"phage_lambda",17927,17928,0,0,1,1,1
"phage_lambda",17935,17936,0,0,1,1,1
"phage_lambda",17972,17973,0,0,1,1,1
"phage_lambda",17984,17985,0,0,1,1,1
"phage_lambda",18008,18009,0,0,1,1,1
"phage_lambda",18016,18017,0,0,1,1,1
"phage_lambda",18026,18027,0,0,1,1,1
"phage_lambda",18049,18050,0,0,1,1,1
"phage_lambda",18407,18408,0,0,1,1,1
"phage_lambda",18414,18415,0,0,1,1,1
"phage_lambda",18419,18420,0,0,1,1,1
"phage_lambda",18434,18435,0,0,1,1,1
"phage_lambda",18452,18453,0,0,1,1,1
"phage_lambda",18459,18460,0,0,1,1,1
"phage_lambda",18464,18465,0,0,1,1,1
"phage_lambda",18473,18474,0,0,1,1,1
"phage_lambda",18483,18484,0,0,1,1,1
"phage_lambda",18486,18487,0,0,1,1,1
"phage_lambda",18503,18504,0,0,1,1,1
"phage_lambda",18506,18507,0,0,1,1,1
"phage_lambda",18510,18511,0,0,1,1,1
"phage_lambda",18512,18513,0,0,1,1,1
"phage_lambda",18521,18522,0,0,1,1,1
"phage_lambda",18523,18524,0,0,1,1,1
"phage_lambda",18529,18530,0,0,1,1,1
"phage_lambda",18551,18552,0,0,1,1,1
"phage_lambda",18562,18563,0,0,1,1,1
"phage_lambda",18573,18574,0,0,1,1,1
"phage_lambda",19322,19323,0,0,1,1,1
"phage_lambda",19323,19324,0,0,1,1,1
"phage_lambda",19326,19327,0,0,1,1,1
"phage_lambda",19327,19328,0,0,1,1,1
"phage_lambda",19335,19336,0,0,1,1,1
"phage_lambda",19336,19337,0,0,1,1,1
"phage_lambda",19351,19352,0,0,1,1,1
"phage_lambda",19352,19353,0,0,1,1,1
"phage_lambda",19359,19360,0,0,1,1,1
"phage_lambda",19360,19361,0,0,1,1,1
"phage_lambda",19378,19379,0,0,1,1,1
"phage_lambda",19379,19380,0,0,1,1,1
"phage_lambda",19385,19386,0,0,1,1,1
"phage_lambda",19386,19387,0,0,1,1,1
"phage_lambda",19398,19399,0,0,1,1,1
"phage_lambda",19399,19400,0,0,1,1,1
"phage_lambda",19415,19416,0,0,1,1,1
"phage_lambda",19416,19417,0,0,1,1,1
"phage_lambda",19431,19432,0,0,1,1,1
"phage_lambda",19432,19433,0,0,1,1,1
"phage_lambda",19444,19445,0,0,1,1,1
"phage_lambda",19445,19446,0,0,1,1,1
"phage_lambda",19460,19461,0,0,1,1,1
"phage_lambda",19461,19462,0,0,1,1,1
"phage_lambda",19487,19488,0,0,1,1,1
"phage_lambda",19488,19489,0,0,1,1,1
"phage_lambda",19493,19494,0,0,1,1,1
"phage_lambda",19494,19495,0,0,1,1,1
"phage_lambda",19497,19498,0,0,1,1,1
"phage_lambda",19498,19499,0,0,1,1,1
"phage_lambda",19500,19501,0,0,1,1,1
"phage_lambda",19501,19502,0,0,1,1,1
"phage_lambda",19527,19528,0,0,1,1,1
"phage_lambda",19536,19537,100,1,0,1,1
"phage_lambda",19543,19544,0,0,1,1,1
"phage_lambda",19551,19552,0,0,1,1,1
"phage_lambda",19560,19561,0,0,1,1,1
"phage_lambda",19569,19570,0,0,1,1,1
"phage_lambda",20401,20402,0,0,1,1,1
"phage_lambda",20405,20406,0,0,1,1,1
"phage_lambda",20420,20421,0,0,1,1,1
"phage_lambda",20424,20425,0,0,1,1,1
"phage_lambda",20437,20438,0,0,1,1,1
"phage_lambda",20443,20444,0,0,1,1,1
"phage_lambda",20446,20447,0,0,1,1,1
"phage_lambda",20467,20468,0,0,1,1,1
"phage_lambda",20476,20477,0,0,1,1,1
"phage_lambda",20480,20481,0,0,1,1,1
"phage_lambda",20485,20486,0,0,1,1,1
"phage_lambda",20512,20513,0,0,1,1,1
"phage_lambda",20517,20518,0,0,1,1,1
"phage_lambda",20522,20523,0,0,1,1,1
"phage_lambda",21373,21374,0,0,1,1,1
"phage_lambda",21399,21400,0,0,1,1,1
"phage_lambda",21405,21406,0,0,2,2,2
"phage_lambda",21409,21410,0,0,2,2,2
"phage_lambda",21446,21447,0,0,2,2,2
"phage_lambda",21471,21472,0,0,3,3,3
"phage_lambda",21476,21477,0,0,3,3,3
"phage_lambda",21488,21489,0,0,4,4,4
"phage_lambda",21500,21501,0,0,6,6,6
"phage_lambda",21503,21504,0,0,6,6,6
"phage_lambda",21513,21514,20,1,4,5,5
"phage_lambda",21518,21519,0,0,5,5,5
"phage_lambda",21537,21538,0,0,5,5,5
"phage_lambda",21543,21544,0,0,5,5,5
"phage_lambda",21554,21555,0,0,5,5,5
"phage_lambda",21557,21558,0,0,6,6,6
"phage_lambda",21566,21567,0,0,6,6,6
"phage_lambda",21591,21592,0,0,5,5,5
"phage_lambda",21606,21607,0,0,6,6,6
"phage_lambda",21608,21609,0,0,5,5,5
"phage_lambda",21737,21738,0,0,2,2,2
"phage_lambda",21743,21744,0,0,2,2,2
"phage_lambda",21777,21778,0,0,1,1,1
"phage_lambda",21786,21787,0,0,2,2,2
"phage_lambda",21795,21796,0,0,2,2,2
"phage_lambda",21806,21807,0,0,2,2,2
"phage_lambda",21827,21828,0,0,2,2,2
"phage_lambda",21839,21840,0,0,2,2,2
"phage_lambda",21849,21850,0,0,2,2,2
"phage_lambda",21885,21886,0,0,2,2,2
"phage_lambda",21900,21901,0,0,1,1,1
"phage_lambda",21906,21907,0,0,1,1,1
"phage_lambda",21911,21912,0,0,1,1,1
"phage_lambda",21918,21919,0,0,1,1,1
"phage_lambda",21920,21921,0,0,1,1,1
"phage_lambda",21930,21931,0,0,1,1,1
"phage_lambda",22070,22071,0,0,1,1,1
"phage_lambda",22080,22081,0,0,1,1,1
"phage_lambda",22101,22102,0,0,1,1,1
"phage_lambda",22112,22113,0,0,1,1,1
"phage_lambda",22124,22125,0,0,1,1,1
"phage_lambda",22163,22164,0,0,2,2,2
"phage_lambda",22173,22174,0,0,2,2,2
"phage_lambda",22186,22187,0,0,2,2,2
"phage_lambda",22197,22198,0,0,2,2,2
"phage_lambda",22206,22207,0,0,2,2,2
"phage_lambda",22215,22216,0,0,2,2,2
"phage_lambda",22218,22219,0,0,2,2,2
"phage_lambda",22221,22222,0,0,2,2,2
"phage_lambda",22223,22224,0,0,2,2,2
"phage_lambda",22242,22243,0,0,2,2,2
"phage_lambda",22247,22248,0,0,2,2,2
"phage_lambda",22274,22275,0,0,1,1,1
"phage_lambda",22277,22278,0,0,1,1,1
"phage_lambda",22302,22303,0,0,1,1,1
"phage_lambda",22325,22326,0,0,1,1,1
"phage_lambda",22345,22346,0,0,1,1,1
"phage_lambda",22351,22352,0,0,1,1,1
"phage_lambda",22358,22359,0,0,1,1,1
"phage_lambda",22405,22406,0,0,1,1,1
"phage_lambda",22406,22407,0,0,2,2,2
"phage_lambda",22408,22409,0,0,1,1,1
"phage_lambda",22409,22410,0,0,2,2,2
"phage_lambda",22441,22442,0,0,1,1,1
"phage_lambda",22442,22443,0,0,2,2,2
"phage_lambda",22456,22457,0,0,1,1,1
"phage_lambda",22457,22458,0,0,2,2,2
"phage_lambda",22482,22483,0,0,1,1,1
"phage_lambda",22483,22484,0,0,1,1,1
"phage_lambda",22497,22498,0,0,1,1,1
"phage_lambda",22558,22559,0,0,1,1,1
"phage_lambda",22573,22574,0,0,1,1,1
"phage_lambda",22581,22582,0,0,1,1,1
"phage_lambda",22596,22597,100,1,0,1,1
"phage_lambda",22603,22604,0,0,1,1,1
"phage_lambda",22604,22605,0,0,1,1,1
"phage_lambda",22646,22647,0,0,1,1,1
"phage_lambda",22647,22648,0,0,1,1,1
"phage_lambda",22711,22712,0,0,1,1,1
"phage_lambda",22712,22713,0,0,1,1,1
"phage_lambda",22734,22735,0,0,1,1,1
"phage_lambda",22735,22736,0,0,1,1,1
"phage_lambda",22753,22754,0,0,1,1,1
"phage_lambda",22754,22755,0,0,1,1,1
"phage_lambda",22790,22791,0,0,1,1,1
"phage_lambda",22791,22792,0,0,2,2,2
"phage_lambda",22804,22805,0,0,1,1,1
"phage_lambda",22805,22806,0,0,2,2,2
"phage_lambda",23001,23002,0,0,1,1,1
"phage_lambda",23104,23105,0,0,1,1,1
"phage_lambda",23120,23121,0,0,1,1,1
"phage_lambda",23162,23163,0,0,1,1,1
"phage_lambda",23199,23200,0,0,2,2,2
"phage_lambda",23324,23325,0,0,1,1,1
"phage_lambda",23337,23338,0,0,1,1,1
"phage_lambda",23348,23349,0,0,1,1,1
"phage_lambda",23438,23439,0,0,1,1,1
"phage_lambda",23451,23452,0,0,1,1,1
"phage_lambda",23459,23460,0,0,1,1,1
"phage_lambda",23467,23468,0,0,1,1,1
"phage_lambda",23629,23630,0,0,1,1,1
"phage_lambda",23647,23648,0,0,1,1,1
"phage_lambda",23663,23664,0,0,1,1,1
"phage_lambda",23798,23799,0,0,1,1,1
"phage_lambda",23827,23828,0,0,1,1,1
"phage_lambda",24423,24424,0,0,1,1,1
"phage_lambda",24463,24464,0,0,1,1,1
"phage_lambda",24473,24474,0,0,1,1,1
"phage_lambda",24802,24803,0,0,1,1,1
"phage_lambda",24805,24806,0,0,1,1,1
"phage_lambda",24835,24836,0,0,1,1,1
"phage_lambda",24843,24844,0,0,1,1,1
"phage_lambda",24849,24850,0,0,1,1,1
"phage_lambda",25343,25344,0,0,1,1,1
"phage_lambda",25363,25364,0,0,1,1,1
"phage_lambda",25376,25377,0,0,1,1,1
"phage_lambda",25432,25433,0,0,2,2,2
"phage_lambda",25443,25444,0,0,2,2,2
"phage_lambda",25448,25449,0,0,2,2,2
"phage_lambda",25515,25516,0,0,2,2,2
"phage_lambda",25522,25523,0,0,2,2,2
"phage_lambda",25574,25575,0,0,1,1,1
"phage_lambda",25802,25803,0,0,1,1,1
"phage_lambda",25823,25824,0,0,1,1,1
"phage_lambda",25829,25830,0,0,1,1,1
"phage_lambda",25886,25887,0,0,1,1,1
"phage_lambda",25938,25939,0,0,2,2,2
"phage_lambda",25964,25965,0,0,2,2,2
"phage_lambda",26113,26114,0,0,1,1,1
"phage_lambda",26114,26115,0,0,2,2,2
"phage_lambda",26120,26121,0,0,1,1,1
"phage_lambda",26121,26122,0,0,2,2,2
"phage_lambda",26238,26239,0,0,1,1,1
"phage_lambda",26239,26240,0,0,1,1,1
"phage_lambda",26254,26255,0,0,1,1,1
"phage_lambda",26258,26259,0,0,1,1,1
"phage_lambda",26286,26287,0,0,1,1,1
"phage_lambda",26591,26592,0,0,1,1,1
"phage_lambda",26609,26610,0,0,1,1,1
"phage_lambda",26617,26618,0,0,1,1,1
"phage_lambda",26675,26676,0,0,1,1,1
"phage_lambda",26820,26821,0,0,1,1,1
"phage_lambda",26826,26827,0,0,1,1,1
"phage_lambda",27060,27061,0,0,1,1,1
"phage_lambda",27096,27097,0,0,1,1,1
"phage_lambda",27104,27105,0,0,1,1,1
"phage_lambda",27571,27572,0,0,1,1,1
"phage_lambda",27572,27573,0,0,1,1,1
"phage_lambda",27710,27711,0,0,2,2,2
"phage_lambda",27711,27712,0,0,1,1,1
"phage_lambda",27717,27718,0,0,2,2,2
"phage_lambda",27718,27719,0,0,1,1,1
"phage_lambda",27779,27780,0,0,1,1,1
"phage_lambda",27854,27855,0,0,3,3,3
"phage_lambda",27877,27878,0,0,3,3,3
"phage_lambda",27888,27889,0,0,3,3,3
"phage_lambda",27912,27913,0,0,2,2,2
"phage_lambda",27950,27951,0,0,2,2,2
"phage_lambda",27957,27958,0,0,2,2,2
"phage_lambda",27970,27971,0,0,1,1,1
"phage_lambda",27981,27982,0,0,1,1,1
"phage_lambda",28004,28005,0,0,1,1,1
"phage_lambda",28005,28006,0,0,1,1,1
"phage_lambda",28008,28009,0,0,1,1,1
"phage_lambda",28009,28010,0,0,2,2,2
"phage_lambda",28010,28011,0,0,1,1,1
"phage_lambda",28011,28012,0,0,2,2,2
"phage_lambda",28035,28036,0,0,1,1,1
"phage_lambda",28036,28037,0,0,2,2,2
"phage_lambda",28045,28046,0,0,1,1,1
"phage_lambda",28046,28047,0,0,2,2,2
"phage_lambda",28050,28051,0,0,1,1,1
"phage_lambda",28051,28052,0,0,2,2,2
"phage_lambda",28052,28053,0,0,1,1,1
"phage_lambda",28053,28054,0,0,2,2,2
"phage_lambda",28055,28056,0,0,1,1,1
"phage_lambda",28056,28057,0,0,2,2,2
"phage_lambda",28188,28189,0,0,1,1,1
"phage_lambda",28209,28210,0,0,1,1,1
"phage_lambda",28230,28231,0,0,1,1,1
"phage_lambda",28247,28248,0,0,2,2,2
"phage_lambda",28254,28255,0,0,2,2,2
"phage_lambda",28332,28333,0,0,1,1,1
"phage_lambda",28339,28340,0,0,1,1,1
"phage_lambda",28376,28377,100,1,0,1,1
"phage_lambda",28386,28387,100,1,0,1,1
"phage_lambda",28427,28428,100,1,0,1,1
"phage_lambda",28437,28438,100,1,0,1,1
"phage_lambda",28468,28469,100,1,0,1,1
"phage_lambda",28471,28472,100,1,0,1,1
"phage_lambda",28482,28483,100,1,0,1,1
"phage_lambda",28507,28508,100,1,0,1,1
"phage_lambda",28632,28633,0,0,1,1,1
"phage_lambda",28633,28634,0,0,1,1,1
"phage_lambda",28637,28638,0,0,1,1,1
"phage_lambda",28638,28639,0,0,1,1,1
"phage_lambda",28657,28658,0,0,1,1,1
"phage_lambda",28658,28659,0,0,1,1,1
"phage_lambda",28662,28663,0,0,1,1,1
"phage_lambda",28663,28664,0,0,1,1,1
"phage_lambda",28684,28685,0,0,1,1,1
"phage_lambda",28685,28686,0,0,1,1,1
"phage_lambda",28752,28753,0,0,1,1,1
"phage_lambda",28757,28758,0,0,1,1,1
"phage_lambda",28789,28790,0,0,1,1,1
"phage_lambda",29038,29039,0,0,1,1,1
"phage_lambda",29041,29042,0,0,1,1,1
"phage_lambda",29047,29048,0,0,1,1,1
"phage_lambda",29051,29052,0,0,1,1,1
"phage_lambda",29079,29080,0,0,1,1,1
"phage_lambda",29090,29091,0,0,1,1,1
"phage_lambda",29100,29101,0,0,1,1,1
"phage_lambda",29113,29114,100,1,0,1,1
"phage_lambda",29123,29124,100,1,0,1,1
"phage_lambda",29152,29153,0,0,1,1,1
"phage_lambda",29165,29166,0,0,1,1,1
"phage_lambda",29184,29185,0,0,1,1,1
"phage_lambda",29204,29205,0,0,2,2,2
"phage_lambda",29213,29214,0,0,2,2,2
"phage_lambda",29226,29227,0,0,2,2,2
"phage_lambda",29231,29232,0,0,2,2,2
"phage_lambda",29275,29276,0,0,2,2,2
"phage_lambda",29310,29311,0,0,1,1,1
"phage_lambda",29313,29314,0,0,1,1,1
"phage_lambda",29318,29319,0,0,1,1,1
"phage_lambda",29341,29342,0,0,1,1,1
"phage_lambda",29343,29344,0,0,1,1,1
"phage_lambda",29349,29350,0,0,1,1,1
"phage_lambda",29421,29422,0,0,1,1,1
"phage_lambda",29427,29428,0,0,1,1,1
"phage_lambda",29445,29446,0,0,1,1,1
"phage_lambda",29462,29463,0,0,1,1,1
"phage_lambda",29526,29527,0,0,1,1,1
"phage_lambda",29527,29528,0,0,1,1,1
"phage_lambda",29564,29565,0,0,1,1,1
"phage_lambda",29565,29566,0,0,2,2,2
"phage_lambda",29591,29592,0,0,1,1,1
"phage_lambda",29592,29593,0,0,2,2,2
"phage_lambda",29613,29614,0,0,1,1,1
"phage_lambda",29614,29615,0,0,1,1,1
"phage_lambda",29679,29680,0,0,1,1,1
"phage_lambda",29680,29681,0,0,1,1,1
"phage_lambda",29692,29693,0,0,1,1,1
"phage_lambda",29693,29694,0,0,1,1,1
"phage_lambda",29740,29741,0,0,1,1,1
"phage_lambda",29741,29742,0,0,2,2,2
"phage_lambda",29753,29754,0,0,1,1,1
"phage_lambda",29754,29755,0,0,2,2,2
"phage_lambda",29785,29786,0,0,1,1,1
"phage_lambda",29786,29787,0,0,2,2,2
"phage_lambda",29796,29797,0,0,1,1,1
"phage_lambda",29797,29798,0,0,2,2,2
"phage_lambda",29799,29800,0,0,1,1,1
"phage_lambda",29800,29801,0,0,2,2,2
"phage_lambda",29801,29802,0,0,1,1,1
"phage_lambda",29802,29803,0,0,2,2,2
"phage_lambda",29823,29824,0,0,1,1,1
"phage_lambda",29824,29825,0,0,1,1,1
"phage_lambda",29841,29842,0,0,1,1,1
"phage_lambda",29842,29843,0,0,1,1,1
"phage_lambda",29862,29863,0,0,1,1,1
"phage_lambda",29863,29864,0,0,1,1,1
"phage_lambda",29872,29873,0,0,1,1,1
"phage_lambda",29873,29874,0,0,1,1,1
"phage_lambda",29929,29930,0,0,1,1,1
"phage_lambda",29937,29938,0,0,1,1,1
"phage_lambda",29942,29943,0,0,1,1,1
"phage_lambda",29953,29954,0,0,2,2,2
"phage_lambda",29966,29967,0,0,2,2,2
"phage_lambda",29977,29978,0,0,2,2,2
"phage_lambda",29988,29989,0,0,2,2,2
"phage_lambda",30048,30049,0,0,3,3,3
"phage_lambda",30070,30071,0,0,3,3,3
"phage_lambda",30078,30079,0,0,3,3,3
"phage_lambda",30085,30086,0,0,3,3,3
"phage_lambda",30108,30109,0,0,2,2,2
"phage_lambda",30122,30123,0,0,1,1,1
"phage_lambda",30136,30137,0,0,1,1,1
"phage_lambda",30147,30148,0,0,1,1,1
"phage_lambda",30154,30155,0,0,1,1,1
"phage_lambda",30189,30190,0,0,3,3,3
"phage_lambda",30190,30191,0,0,1,1,1
"phage_lambda",30209,30210,0,0,2,2,2
"phage_lambda",30210,30211,0,0,1,1,1
"phage_lambda",30220,30221,0,0,2,2,2
"phage_lambda",30221,30222,0,0,1,1,1
"phage_lambda",30232,30233,0,0,2,2,2
"phage_lambda",30233,30234,0,0,1,1,1
"phage_lambda",30234,30235,0,0,2,2,2
"phage_lambda",30235,30236,0,0,1,1,1
"phage_lambda",30237,30238,0,0,2,2,2
"phage_lambda",30238,30239,0,0,1,1,1
"phage_lambda",30264,30265,0,0,3,3,3
"phage_lambda",30265,30266,0,0,1,1,1
"phage_lambda",30290,30291,0,0,3,3,3
"phage_lambda",30291,30292,0,0,1,1,1
"phage_lambda",30322,30323,0,0,2,2,2
"phage_lambda",30337,30338,0,0,1,1,1
"phage_lambda",30359,30360,0,0,2,2,2
"phage_lambda",30360,30361,0,0,1,1,1
"phage_lambda",30366,30367,0,0,2,2,2
"phage_lambda",30367,30368,0,0,1,1,1
"phage_lambda",30388,30389,0,0,1,1,1
"phage_lambda",30389,30390,0,0,1,1,1
"phage_lambda",30397,30398,0,0,1,1,1
"phage_lambda",30398,30399,0,0,1,1,1
"phage_lambda",30452,30453,0,0,1,1,1
"phage_lambda",30453,30454,0,0,1,1,1
"phage_lambda",30465,30466,0,0,1,1,1
"phage_lambda",30466,30467,0,0,1,1,1
"phage_lambda",30473,30474,0,0,1,1,1
"phage_lambda",30474,30475,0,0,1,1,1
"phage_lambda",30479,30480,0,0,1,1,1
"phage_lambda",30480,30481,0,0,1,1,1
"phage_lambda",30490,30491,0,0,1,1,1
"phage_lambda",30491,30492,0,0,1,1,1
"phage_lambda",30495,30496,0,0,1,1,1
"phage_lambda",30496,30497,0,0,1,1,1
"phage_lambda",30542,30543,0,0,1,1,1
"phage_lambda",30545,30546,0,0,1,1,1
"phage_lambda",30566,30567,0,0,1,1,1
"phage_lambda",30731,30732,0,0,1,1,1
"phage_lambda",30743,30744,0,0,1,1,1
"phage_lambda",30765,30766,0,0,1,1,1
"phage_lambda",30783,30784,0,0,1,1,1
"phage_lambda",30789,30790,0,0,1,1,1
"phage_lambda",30794,30795,0,0,1,1,1
"phage_lambda",30796,30797,0,0,1,1,1
"phage_lambda",30812,30813,0,0,1,1,1
"phage_lambda",30817,30818,0,0,1,1,1
"phage_lambda",30830,30831,0,0,1,1,1
"phage_lambda",30833,30834,0,0,1,1,1
"phage_lambda",30843,30844,0,0,1,1,1
"phage_lambda",30945,30946,0,0,1,1,1
"phage_lambda",30975,30976,0,0,1,1,1
"phage_lambda",30976,30977,0,0,1,1,1
"phage_lambda",30996,30997,0,0,1,1,1
"phage_lambda",30997,30998,0,0,1,1,1
"phage_lambda",31037,31038,0,0,1,1,1
"phage_lambda",31038,31039,0,0,1,1,1
"phage_lambda",31072,31073,0,0,1,1,1
"phage_lambda",31073,31074,0,0,1,1,1
"phage_lambda",31079,31080,0,0,1,1,1
"phage_lambda",31080,31081,0,0,1,1,1
"phage_lambda",31093,31094,0,0,1,1,1
"phage_lambda",31094,31095,0,0,1,1,1
"phage_lambda",31157,31158,0,0,2,2,2
"phage_lambda",31164,31165,0,0,2,2,2
"phage_lambda",31206,31207,0,0,1,1,1
"phage_lambda",31233,31234,0,0,1,1,1
"phage_lambda",31254,31255,0,0,2,2,2
"phage_lambda",31270,31271,0,0,1,1,1
"phage_lambda",31287,31288,0,0,1,1,1
"phage_lambda",31297,31298,0,0,1,1,1
"phage_lambda",31306,31307,0,0,1,1,1
"phage_lambda",31318,31319,0,0,1,1,1
"phage_lambda",31326,31327,0,0,1,1,1
"phage_lambda",31336,31337,0,0,1,1,1
"phage_lambda",31346,31347,0,0,1,1,1
"phage_lambda",31352,31353,0,0,1,1,1
"phage_lambda",31395,31396,50,1,1,2,2
"phage_lambda",31407,31408,0,0,2,2,2
"phage_lambda",31417,31418,50,1,1,2,2
"phage_lambda",31422,31423,0,0,2,2,2
"phage_lambda",31428,31429,0,0,2,2,2
"phage_lambda",31438,31439,0,0,2,2,2
"phage_lambda",31457,31458,0,0,1,1,1
"phage_lambda",31467,31468,0,0,1,1,1
"phage_lambda",31487,31488,0,0,1,1,1
"phage_lambda",31496,31497,0,0,1,1,1
"phage_lambda",31498,31499,0,0,1,1,1
"phage_lambda",31532,31533,0,0,1,1,1
"phage_lambda",31534,31535,0,0,1,1,1
"phage_lambda",31619,31620,0,0,1,1,1
"phage_lambda",31630,31631,0,0,1,1,1
"phage_lambda",31650,31651,0,0,1,1,1
"phage_lambda",31656,31657,0,0,1,1,1
"phage_lambda",31674,31675,0,0,1,1,1
"phage_lambda",31686,31687,0,0,1,1,1
"phage_lambda",31691,31692,0,0,1,1,1
"phage_lambda",31701,31702,0,0,1,1,1
"phage_lambda",31704,31705,0,0,1,1,1
"phage_lambda",31706,31707,0,0,1,1,1
"phage_lambda",31717,31718,0,0,1,1,1
"phage_lambda",31737,31738,0,0,1,1,1
"phage_lambda",31740,31741,0,0,1,1,1
"phage_lambda",31767,31768,0,0,1,1,1
