"","chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","context","total_reads"
"480","OR482510.1",13633,13634,0,0,1,"CHH",1
"481","OR482510.1",13643,13644,0,0,1,"CHH",1
"482","OR482510.1",13648,13649,0,0,1,"CHH",1
"483","OR482510.1",13650,13651,0,0,1,"CHH",1
"484","OR482510.1",13654,13655,0,0,1,"CHH",1
"485","OR482510.1",13665,13666,0,0,1,"CHH",1
"486","OR482510.1",13666,13667,0,0,1,"CHH",1
"487","OR482510.1",13706,13707,0,0,3,"CHH",3
"488","OR482510.1",13720,13721,0,0,3,"CHH",3
"489","OR482510.1",13721,13722,0,0,3,"CHH",3
"490","OR482510.1",13731,13732,0,0,4,"CHH",4
"491","OR482510.1",13768,13769,0,0,5,"CHH",5
"492","OR482510.1",13802,13803,20,1,4,"CHH",5
"493","OR482510.1",13803,13804,20,1,4,"CHH",5
"494","OR482510.1",13804,13805,20,1,4,"CHH",5
"495","OR482510.1",13817,13818,0,0,4,"CHH",4
"496","OR482510.1",13825,13826,25,1,3,"CHH",4
"497","OR482510.1",13848,13849,0,0,3,"CHH",3
"498","OR482510.1",13849,13850,0,0,3,"CHH",3
"499","OR482510.1",13853,13854,0,0,3,"CHH",3
"500","OR482510.1",13856,13857,0,0,3,"CHH",3
"501","OR482510.1",13860,13861,0,0,3,"CHH",3
"502","OR482510.1",13874,13875,0,0,3,"CHH",3
"503","OR482510.1",13897,13898,0,0,2,"CHH",2
"504","OR482510.1",13899,13900,0,0,2,"CHH",2
"505","OR482510.1",13907,13908,0,0,2,"CHH",2
"506","OR482510.1",15387,15388,0,0,1,"CHH",1
"507","OR482510.1",15389,15390,0,0,1,"CHH",1
"508","OR482510.1",15391,15392,100,1,0,"CHH",1
"509","OR482510.1",15408,15409,0,0,1,"CHH",1
"510","OR482510.1",15415,15416,0,0,1,"CHH",1
"511","OR482510.1",15417,15418,0,0,1,"CHH",1
"512","OR482510.1",15419,15420,0,0,1,"CHH",1
"513","OR482510.1",15438,15439,0,0,1,"CHH",1
"514","OR482510.1",15445,15446,0,0,1,"CHH",1
"515","OR482510.1",15448,15449,0,0,1,"CHH",1
"516","OR482510.1",15449,15450,0,0,1,"CHH",1
"517","OR482510.1",15458,15459,0,0,1,"CHH",1
"518","OR482510.1",15464,15465,0,0,1,"CHH",1
"519","OR482510.1",15465,15466,0,0,1,"CHH",1
"520","OR482510.1",15467,15468,0,0,1,"CHH",1
"521","OR482510.1",15470,15471,0,0,1,"CHH",1
"522","OR482510.1",15471,15472,0,0,1,"CHH",1
"523","OR482510.1",15476,15477,0,0,1,"CHH",1
"524","OR482510.1",15477,15478,0,0,1,"CHH",1
"525","OR482510.1",15481,15482,0,0,1,"CHH",1
"526","OR482510.1",15483,15484,0,0,1,"CHH",1
"527","OR482510.1",15484,15485,0,0,1,"CHH",1
"528","OR482510.1",15486,15487,0,0,1,"CHH",1
"529","OR482510.1",15494,15495,0,0,1,"CHH",1
"530","OR482510.1",15511,15512,0,0,1,"CHH",1
"531","OR482510.1",15512,15513,0,0,1,"CHH",1
"532","OR482510.1",15513,15514,0,0,1,"CHH",1
"533","OR482510.1",15523,15524,0,0,1,"CHH",1
"534","OR482510.1",15527,15528,0,0,1,"CHH",1
"535","OR482510.1",15529,15530,0,0,1,"CHH",1
"536","OR482510.1",15536,15537,0,0,1,"CHH",1
"537","OR482510.1",15707,15708,0,0,2,"CHH",2
"538","OR482510.1",15710,15711,0,0,2,"CHH",2
"539","OR482510.1",15726,15727,0,0,4,"CHH",4
"540","OR482510.1",15727,15728,0,0,4,"CHH",4
"541","OR482510.1",15732,15733,0,0,4,"CHH",4
"542","OR482510.1",15739,15740,0,0,4,"CHH",4
"543","OR482510.1",15743,15744,0,0,5,"CHH",5
"544","OR482510.1",15749,15750,0,0,6,"CHH",6
"545","OR482510.1",15752,15753,0,0,6,"CHH",6
"546","OR482510.1",15763,15764,0,0,6,"CHH",6
"547","OR482510.1",15765,15766,16,1,5,"CHH",6
"548","OR482510.1",15766,15767,0,0,6,"CHH",6
"549","OR482510.1",15771,15772,0,0,7,"CHH",7
"550","OR482510.1",15782,15783,14,1,6,"CHH",7
"551","OR482510.1",15783,15784,0,0,7,"CHH",7
"552","OR482510.1",15787,15788,0,0,7,"CHH",7
"553","OR482510.1",15798,15799,0,0,9,"CHH",9
"554","OR482510.1",15801,15802,0,0,9,"CHH",9
"555","OR482510.1",15814,15815,0,0,11,"CHH",11
"556","OR482510.1",15821,15822,0,0,11,"CHH",11
"557","OR482510.1",15834,15835,50,6,6,"CHH",12
"558","OR482510.1",15835,15836,0,0,12,"CHH",12
"559","OR482510.1",15838,15839,8,1,11,"CHH",12
"560","OR482510.1",15843,15844,16,2,10,"CHH",12
"561","OR482510.1",15845,15846,8,1,11,"CHH",12
"562","OR482510.1",15865,15866,63,7,4,"CHH",11
"563","OR482510.1",15872,15873,30,3,7,"CHH",10
"564","OR482510.1",15873,15874,0,0,10,"CHH",10
"565","OR482510.1",15877,15878,10,1,9,"CHH",10
"566","OR482510.1",15879,15880,0,0,10,"CHH",10
"567","OR482510.1",15883,15884,0,0,10,"CHH",10
"568","OR482510.1",15885,15886,0,0,10,"CHH",10
"569","OR482510.1",15887,15888,0,0,10,"CHH",10
"570","OR482510.1",15894,15895,0,0,9,"CHH",9
"571","OR482510.1",15903,15904,0,0,9,"CHH",9
"572","OR482510.1",15904,15905,0,0,9,"CHH",9
"573","OR482510.1",15909,15910,37,3,5,"CHH",8
"574","OR482510.1",15911,15912,0,0,9,"CHH",9
"575","OR482510.1",15917,15918,0,0,8,"CHH",8
"576","OR482510.1",15918,15919,0,0,8,"CHH",8
"577","OR482510.1",15919,15920,0,0,8,"CHH",8
"578","OR482510.1",15921,15922,28,2,5,"CHH",7
"579","OR482510.1",15922,15923,0,0,7,"CHH",7
"580","OR482510.1",15926,15927,14,1,6,"CHH",7
"581","OR482510.1",15928,15929,0,0,7,"CHH",7
"582","OR482510.1",15954,15955,50,2,2,"CHH",4
"583","OR482510.1",15955,15956,0,0,4,"CHH",4
"584","OR482510.1",15958,15959,0,0,3,"CHH",3
"585","OR482510.1",15963,15964,0,0,3,"CHH",3
"586","OR482510.1",15964,15965,0,0,3,"CHH",3
"587","OR482510.1",15969,15970,0,0,2,"CHH",2
"588","OR482510.1",15976,15977,0,0,2,"CHH",2
"589","OR482510.1",15977,15978,0,0,2,"CHH",2
"590","OR482510.1",16000,16001,0,0,2,"CHH",2
"591","OR482510.1",16003,16004,0,0,2,"CHH",2
"592","OR482510.1",16018,16019,0,0,2,"CHH",2
"593","OR482510.1",16020,16021,0,0,2,"CHH",2
"594","OR482510.1",16034,16035,0,0,2,"CHH",2
"595","OR482510.1",16039,16040,0,0,3,"CHH",3
"596","OR482510.1",16048,16049,0,0,3,"CHH",3
"597","OR482510.1",16049,16050,0,0,3,"CHH",3
"598","OR482510.1",16060,16061,0,0,2,"CHH",2
"599","OR482510.1",16061,16062,0,0,2,"CHH",2
"600","OR482510.1",16063,16064,0,0,2,"CHH",2
"601","OR482510.1",16074,16075,0,0,2,"CHH",2
"602","OR482510.1",16077,16078,0,0,2,"CHH",2
"603","OR482510.1",16078,16079,0,0,2,"CHH",2
"604","OR482510.1",16080,16081,0,0,2,"CHH",2
"605","OR482510.1",16084,16085,0,0,1,"CHH",1
"606","OR482510.1",16091,16092,0,0,1,"CHH",1
"607","OR482510.1",16092,16093,0,0,1,"CHH",1
"608","OR482510.1",16100,16101,0,0,1,"CHH",1
"609","OR482510.1",16120,16121,0,0,1,"CHH",1
"610","OR482510.1",16135,16136,0,0,1,"CHH",1
"611","OR482510.1",16136,16137,0,0,1,"CHH",1
"612","OR482510.1",16138,16139,0,0,1,"CHH",1
"613","OR482510.1",16139,16140,0,0,1,"CHH",1
"614","OR482510.1",16152,16153,0,0,1,"CHH",1
"615","OR482510.1",16156,16157,0,0,1,"CHH",1
"616","OR482510.1",16157,16158,0,0,1,"CHH",1
"617","OR482510.1",16164,16165,0,0,1,"CHH",1
